id,url,t,epoch,hashtag_profile,keyword_profile,tag_profile,score
fd019cd2-7921-11e6-8064-c1ddc8a724bb,https://www.washingtonpost.com/opinions/impeaching-john-koskinen-isnt-the-answer/2016/09/14/fd019cd2-7921-11e6-8064-c1ddc8a724bb_story.html,2016-09-14T20:56:15+00:00,1473886575.0,{},"{'answer': 0.2, 'george_f': 0.2, 'john_koskinen': 0.2, 'op-ed': 0.2, 'sept': 0.2}","{'answer': 0.05, 'george_f': 0.05, 'john_koskinen': 0.05, 'op-ed': 0.05, 'sept': 0.05}",0.004563912868756382
64e6acecc119f64606c0b17ff5f3d35d,https://www.washingtonpost.com/news/monkey-cage/wp/2016/04/20/is-the-impeachment-trial-of-brazils-dilma-rousseff-a-coup/,2016-04-20T16:00:53+00:00,1461168053.0,"{'#brazil': 0.2832764505119454, '#impeachment': 0.27303754266211605, '#rt': 0.22525597269624573, '#stopcoupinbrazil': 0.21843003412969283}","{'brazil': 0.2, 'brazilian_president_dilma_rousseff': 0.2, 'coup': 0.2, 'dilma_rousseff': 0.2, 'trial': 0.2}","{'#brazil': 0.21245733788395904, '#impeachment': 0.20477815699658702, '#rt': 0.1689419795221843, '#stopcoupinbrazil': 0.16382252559726962, 'brazil': 0.05, 'brazilian_president_dilma_rousseff': 0.05, 'coup': 0.05, 'dilma_rousseff': 0.05, 'trial': 0.05}",0.004563014891925454
9aba714579c812211cadb916432468ca,https://www.washingtonpost.com/news/volokh-conspiracy/wp/2017/01/30/was-trumps-executive-order-an-impeachable-offense/,2017-01-30T15:34:59+00:00,1485790499.0,"{'#trump': 0.5310734463276836, '#immigration': 0.46892655367231634}","{'executive': 0.2, 'offense': 0.2, 'order': 0.2, 'post': 0.2, 'trump': 0.2}","{'#trump': 0.3983050847457627, '#immigration': 0.35169491525423724, 'executive': 0.05, 'offense': 0.05, 'order': 0.05, 'post': 0.05, 'trump': 0.05}",0.004488265061646964
73410ec9cc2c19e3b0684ebab38ec8d1,https://www.washingtonpost.com/blogs/right-turn/wp/2017/05/17/why-impeaching-trump-is-no-longer-out-of-the-question/,2017-05-17T14:15:02+00:00,1495030502.0,"{'#trump': 0.411764705882353, '#maga': 0.3025210084033613, '#hannity': 0.28571428571428575}","{'bloggers': 0.2, 'lawfare': 0.2, 'michael_flynn': 0.2, 'president_trump': 0.2, 'question': 0.2}","{'#trump': 0.3088235294117647, '#maga': 0.22689075630252098, '#hannity': 0.2142857142857143, 'bloggers': 0.05, 'lawfare': 0.05, 'michael_flynn': 0.05, 'president_trump': 0.05, 'question': 0.05}",0.004477381229757097
abf7d16dd6ad2270429c43ffded5def1,https://www.washingtonpost.com/news/worldviews/wp/2016/04/23/brazils-president-rousseff-turns-to-women-to-fight-impeachment/,2016-04-23T10:00:39+00:00,1461405639.0,{'#brazil': 1.0},"{'brazil': 0.2, 'impeachment': 0.2, 'rio_de_janeiro': 0.2, 'rousseff': 0.2, 'women': 0.2}","{'#brazil': 0.75, 'brazil': 0.05, 'impeachment': 0.05, 'rio_de_janeiro': 0.05, 'rousseff': 0.05, 'women': 0.05}",0.004475642014634153
291f6e269d14050d1b0db69ce5786a22,https://www.washingtonpost.com/news/the-fix/wp/2017/02/24/impeach-trump-most-democrats-already-say-yes/,2017-02-24T15:25:27+00:00,1487949927.0,"{'#trump': 0.3018867924528302, '#maga': 0.27044025157232704, '#cpac2017': 0.25157232704402516, '#oscars': 0.17610062893081763}","{""'yes"": 0.2, 'donald_trump': 0.2, 'impeach_trump': 0.2, 'month': 0.2, 'president': 0.2}","{'#trump': 0.22641509433962265, '#maga': 0.2028301886792453, '#cpac2017': 0.18867924528301888, '#oscars': 0.13207547169811323, ""'yes"": 0.05, 'donald_trump': 0.05, 'impeach_trump': 0.05, 'month': 0.05, 'president': 0.05}",0.004458614702433078
e0387fac8aa1716d8ab3704eff63e795,https://www.washingtonpost.com/news/the-fix/wp/2017/05/16/will-trump-be-impeached-its-less-likely-than-some-democrats-are-suggesting/,2017-05-17T15:46:16+00:00,1495035976.0,{'#trump': 1.0},"{'post': 0.5, 'trump': 0.5}","{'#trump': 0.75, 'post': 0.125, 'trump': 0.125}",0.004456906029001125
0a31249f13235bbd898d9a908b9f7905,https://www.washingtonpost.com/news/worldviews/wp/2016/11/24/heres-whats-involved-in-impeaching-a-president-in-south-korea/,2016-11-24T05:49:14+00:00,1479966554.0,{'#seoul': 1.0},"{'moves': 0.2, 'office': 0.2, 'politicians': 0.2, 'president_park_geun-hye': 0.2, 'south_korea': 0.2}","{'#seoul': 0.75, 'moves': 0.05, 'office': 0.05, 'politicians': 0.05, 'president_park_geun-hye': 0.05, 'south_korea': 0.05}",0.004445867060655766
9eb319e17d8a4d2f67b2d6e12e732f98,https://www.washingtonpost.com/news/powerpost/wp/2016/12/06/house-snuffs-out-conservatives-irs-impeachment-push/,2016-12-06T23:12:41+00:00,1481065961.0,{},"{'conservatives': 0.2, 'house': 0.2, 'impeachment': 0.2, 'internal_revenue_service_commissioner_john_koskinen': 0.2, 'irs': 0.2}","{'conservatives': 0.05, 'house': 0.05, 'impeachment': 0.05, 'internal_revenue_service_commissioner_john_koskinen': 0.05, 'irs': 0.05}",0.0044458242511725785
4b61ccb971e9cc8c81b278c3f35597e4,https://www.washingtonpost.com/news/the-fix/wp/2016/09/09/a-house-republican-already-wants-to-impeach-hillary-clinton/,2016-09-09T14:26:14+00:00,1473431174.0,"{'#clinton': 0.17777777777777778, '#hillaryshealth': 0.17333333333333334, '#basketofdeplorables': 0.1488888888888889, '#hillary2016': 0.14444444444444446, '#hillary': 0.12444444444444445, '#maga': 0.11555555555555556, '#hillaryforprison': 0.11555555555555556}","{'fbi_department': 0.2, 'findings': 0.2, 'hillary_clinton': 0.2, 'house_republican': 0.2, 'use': 0.2}","{'#clinton': 0.13333333333333333, '#hillaryshealth': 0.13, '#basketofdeplorables': 0.11166666666666668, '#hillary2016': 0.10833333333333334, '#hillary': 0.09333333333333334, '#maga': 0.08666666666666667, '#hillaryforprison': 0.08666666666666667, 'fbi_department': 0.05, 'findings': 0.05, 'hillary_clinton': 0.05, 'house_republican': 0.05, 'use': 0.05}",0.004428553755549096
17c3fa88-993a-11e5-aca6-1ae3be6f06d2,https://www.washingtonpost.com/world/the_americas/brazil-decides-to-open-impeachment-proceedings-against-the-president/2015/12/02/17c3fa88-993a-11e5-aca6-1ae3be6f06d2_story.html,2015-12-03T01:47:06+00:00,1449107226.0,"{'#brazil': 0.5, '#news': 0.5}","{'brazil': 0.2, 'president_dilma_rousseff': 0.2, 'proceedings': 0.2, 'rio_de_janeiro': 0.2, 'south_america': 0.2}","{'#brazil': 0.375, '#news': 0.375, 'brazil': 0.05, 'president_dilma_rousseff': 0.05, 'proceedings': 0.05, 'rio_de_janeiro': 0.05, 'south_america': 0.05}",0.0044215272497787035
a8bd5e952079af6dd77bba5734bc7a21,https://www.washingtonpost.com/news/powerpost/wp/2016/05/17/impeachment-hearings-are-latest-victory-in-conservative-war-on-irs/,2016-05-17T10:00:52+00:00,1463479252.0,{},"{'hearings': 0.2, 'house_judiciary_committee': 0.2, 'irscommissioner_john_koskinen': 0.2, 'victory': 0.2, 'war': 0.2}","{'hearings': 0.05, 'house_judiciary_committee': 0.05, 'irscommissioner_john_koskinen': 0.05, 'victory': 0.05, 'war': 0.05}",0.004405440851681247
48245429cd9aca1e7f711f425ac5122b,https://www.washingtonpost.com/news/powerpost/wp/2016/09/15/impeachment-vote-averted-by-promise-of-irs-commissioners-testimony/,2016-09-15T17:50:57+00:00,1473961857.0,{},"{'internal_revenue_service_commissioner_john_koskinen': 0.2, 'irs': 0.2, 'promise': 0.2, 'testimony': 0.2, 'vote': 0.2}","{'internal_revenue_service_commissioner_john_koskinen': 0.05, 'irs': 0.05, 'promise': 0.05, 'testimony': 0.05, 'vote': 0.05}",0.004405440851681247
c1fefcd2246cebd4913b58032495f820,https://www.washingtonpost.com/news/powerpost/wp/2016/09/15/impeachment-vote-averted-by-promise-of-irs-commissioners-testimony/feed/,2016-09-15T04:45:57+00:00,1473914757.0,{},"{'internal_revenue_service_commissioner_john_koskinen': 0.2, 'irs': 0.2, 'promise': 0.2, 'testimony': 0.2, 'vote': 0.2}","{'internal_revenue_service_commissioner_john_koskinen': 0.05, 'irs': 0.05, 'promise': 0.05, 'testimony': 0.05, 'vote': 0.05}",0.004387744561436925
40f81c74-3cb6-11e7-a058-ddbb23c75d82,https://www.washingtonpost.com/opinions/so-lets-say-trump-gets-impeached-then-what/2017/05/21/40f81c74-3cb6-11e7-a058-ddbb23c75d82_story.html,2017-05-21T23:48:49+00:00,1495410529.0,"{'#trump': 0.41552511415525106, '#impeach': 0.34246575342465746, '#hannity': 0.24200913242009128}","{'day': 0.2, 'dreaming': 0.2, 'everyone': 0.2, 'impeachment': 0.2, 'trump': 0.2}","{'#trump': 0.31164383561643827, '#impeach': 0.25684931506849307, '#hannity': 0.18150684931506847, 'day': 0.05, 'dreaming': 0.05, 'everyone': 0.05, 'impeachment': 0.05, 'trump': 0.05}",0.004382219454526153
70758c64-6e46-11e6-993f-73c693a89820,https://www.washingtonpost.com/world/the_americas/rousseffs-impeachment-may-not-resolve-brazils-political-mess/2016/08/30/70758c64-6e46-11e6-993f-73c693a89820_story.html,2016-08-30T21:36:48+00:00,1472593008.0,"{'#brazil': 0.3842364532019705, '#rousseff': 0.32512315270935965, '#dilmarousseff': 0.29064039408867}","{'brasilia': 0.2, 'brazil': 0.2, 'impeachment': 0.2, 'mess': 0.2, 'president_dilma_rousseff': 0.2}","{'#brazil': 0.28817733990147787, '#rousseff': 0.24384236453201974, '#dilmarousseff': 0.2179802955665025, 'brasilia': 0.05, 'brazil': 0.05, 'impeachment': 0.05, 'mess': 0.05, 'president_dilma_rousseff': 0.05}",0.0043530628739482016
c85173d4-6ee7-11e6-993f-73c693a89820,https://www.washingtonpost.com/world/the_americas/brazilian-president-dilma-rousseff-faces-final-impeachment-vote/2016/08/30/c85173d4-6ee7-11e6-993f-73c693a89820_story.html,2016-08-31T00:26:00+00:00,1472603160.0,"{'#brazil': 0.5374149659863945, '#news': 0.4625850340136054}","{'brasilia_president_dilma_rousseff': 0.2, 'latin_america': 0.2, 'office': 0.2, 'president_dilma_rousseff': 0.2, 'vote': 0.2}","{'#brazil': 0.40306122448979587, '#news': 0.346938775510204, 'brasilia_president_dilma_rousseff': 0.05, 'latin_america': 0.05, 'office': 0.05, 'president_dilma_rousseff': 0.05, 'vote': 0.05}",0.004290312733491508
bae91306-75ee-11e6-8149-b8d05321db62,https://www.washingtonpost.com/opinions/congress-should-impeach-the-irs-commissioner--or-risk-becoming-obsolete/2016/09/09/bae91306-75ee-11e6-8149-b8d05321db62_story.html,2016-09-09T23:12:02+00:00,1473462722.0,{},"{'commissioner': 0.2, 'congress': 0.2, 'irs': 0.2, 'leaders': 0.2, 'risk': 0.2}","{'commissioner': 0.05, 'congress': 0.05, 'irs': 0.05, 'leaders': 0.05, 'risk': 0.05}",0.00427988383222895
e9657d6caca66ee31ef8f48f79ad8540,https://www.washingtonpost.com/news/powerpost/wp/2016/09/07/house-republican-leaders-seek-to-delay-impeachment-vote-on-koskinen/,2016-09-07T20:15:54+00:00,1473279354.0,{},"{'back': 0.2, 'house_republican': 0.2, 'koskinen': 0.2, 'leaders': 0.2, 'vote': 0.2}","{'back': 0.05, 'house_republican': 0.05, 'koskinen': 0.05, 'leaders': 0.05, 'vote': 0.05}",0.004272680721366718
fa87a6b2-1207-11e6-a9b5-bf703a5a7191,https://www.washingtonpost.com/world/the_americas/ghosts-of-brazils-past-haunt-presidential-impeachment-crisis/2016/05/09/fa87a6b2-1207-11e6-a9b5-bf703a5a7191_story.html,2016-05-09T23:54:21+00:00,1462838061.0,"{'#rousseff': 0.26811594202898553, '#news': 0.25, '#brazil': 0.24637681159420294, '#rt': 0.2355072463768116}","{'brazil': 0.2, 'ghosts': 0.2, 'haunt': 0.2, 'president_dilma_rousseff': 0.2, 'sao_paulo': 0.2}","{'#rousseff': 0.20108695652173914, '#news': 0.1875, '#brazil': 0.18478260869565222, '#rt': 0.1766304347826087, 'brazil': 0.05, 'ghosts': 0.05, 'haunt': 0.05, 'president_dilma_rousseff': 0.05, 'sao_paulo': 0.05}",0.004261396524966918
bab42f320a30f0242136d20dc8586578,https://www.washingtonpost.com/news/powerpost/wp/2016/11/03/no-honeymoon-for-hillary-congressional-republicans-openly-discussing-impeachment/,2016-11-03T22:30:55+00:00,1478212255.0,"{'#hillary': 0.17929759704251386, '#imwithher': 0.17190388170055454, '#clinton': 0.16635859519408502, '#withher': 0.14048059149722736, '#hillaryindictment': 0.1275415896487985, '#maga': 0.12199630314232902, '#defundpp': 0.09242144177449169}","{'election_day': 0.2, 'hillary_clinton': 0.2, 'impeachment': 0.2, 'plans': 0.2, 'president_clinton': 0.2}","{'#hillary': 0.13447319778188538, '#imwithher': 0.12892791127541592, '#clinton': 0.12476894639556377, '#withher': 0.10536044362292052, '#hillaryindictment': 0.09565619223659888, '#maga': 0.09149722735674677, '#defundpp': 0.06931608133086876, 'election_day': 0.05, 'hillary_clinton': 0.05, 'impeachment': 0.05, 'plans': 0.05, 'president_clinton': 0.05}",0.004259072672872081
706ab9257febd60cebe84ba861b7ee77,https://www.washingtonpost.com/news/powerpost/wp/2016/07/14/house-conservatives-try-to-force-vote-to-impeach-irs-chief/,2016-07-14T16:51:59+00:00,1468515119.0,{'#news': 1.0},"{'chief': 0.2, 'house': 0.2, 'internal_revenue_service_commissioner_john_koskinen': 0.2, 'irs': 0.2, 'vote': 0.2}","{'#news': 0.75, 'chief': 0.05, 'house': 0.05, 'internal_revenue_service_commissioner_john_koskinen': 0.05, 'irs': 0.05, 'vote': 0.05}",0.004256972196826835
4ddbc3c8c987bfdbefd193342da312de,https://www.washingtonpost.com/news/federal-eye/wp/2015/10/30/the-republican-campaign-to-impeach-the-irs-commissioner-what-comes-next/,2015-10-30T10:00:05+00:00,1446199205.0,{},"{'campaign': 0.2, 'house_judiciary_committee': 0.2, 'irs_commissioner_john_koskinen': 0.2, 'republican': 0.2, 'three': 0.2}","{'campaign': 0.05, 'house_judiciary_committee': 0.05, 'irs_commissioner_john_koskinen': 0.05, 'republican': 0.05, 'three': 0.05}",0.004255898765009587
f4c29399f15dccbd80472b4a5e4c6566,https://www.washingtonpost.com/news/book-party/wp/2017/04/13/the-case-for-impeaching-president-donald-j-trump-too-soon/,2017-04-13T18:30:21+00:00,1492108221.0,{'#resist': 1.0},"{'allan_j_lichtman': 0.3333333333333333, 'case_impeachment': 0.3333333333333333, 'president_donald_j_trump': 0.3333333333333333}","{'#resist': 0.75, 'allan_j_lichtman': 0.08333333333333333, 'case_impeachment': 0.08333333333333333, 'president_donald_j_trump': 0.08333333333333333}",0.004244597061448005
7e8aee44-1701-11e6-9e16-2e5a123aac62,https://www.washingtonpost.com/world/brazil-senate-readies-impeachment-vote-against-president-rousseff/2016/05/10/7e8aee44-1701-11e6-9e16-2e5a123aac62_story.html,2016-05-11T02:37:11+00:00,1462934231.0,"{'#brazil': 0.2838709677419355, '#rousseff': 0.24516129032258063, '#news': 0.24193548387096772, '#breaking': 0.2290322580645161}","{'brazil': 0.2, 'president_rousseff': 0.2, 'readies': 0.2, 'senate': 0.2, 'vote': 0.2}","{'#brazil': 0.2129032258064516, '#rousseff': 0.18387096774193548, '#news': 0.18145161290322578, '#breaking': 0.17177419354838708, 'brazil': 0.05, 'president_rousseff': 0.05, 'readies': 0.05, 'senate': 0.05, 'vote': 0.05}",0.004244333303915767
5ddcc4c2c3b5a875a1a16f741b59c4e7,https://www.washingtonpost.com/news/powerpost/wp/2016/09/07/house-republican-leaders-seek-to-delay-impeachment-vote-on-koskinen/feed/,2016-09-07T18:12:54+00:00,1473271974.0,{},"{'back': 0.2, 'house_republican': 0.2, 'koskinen': 0.2, 'leaders': 0.2, 'vote': 0.2}","{'back': 0.05, 'house_republican': 0.05, 'koskinen': 0.05, 'leaders': 0.05, 'vote': 0.05}",0.004243718636410892
ccc4f406-13c8-11e6-a9b5-bf703a5a7191,https://www.washingtonpost.com/world/the_americas/impeachment-process-for-brazils-president-on-hold-over-voting-questions/2016/05/09/ccc4f406-13c8-11e6-a9b5-bf703a5a7191_story.html,2016-05-09T16:35:00+00:00,1462811700.0,"{'#brazil': 0.40284360189573454, '#news': 0.3554502369668246, '#rousseff': 0.24170616113744073}","{'brazil': 0.2, 'impeachment': 0.2, 'president_dilma_rousseff': 0.2, 'process': 0.2, 'rio_de_janeiro': 0.2}","{'#brazil': 0.30213270142180093, '#news': 0.26658767772511843, '#rousseff': 0.18127962085308055, 'brazil': 0.05, 'impeachment': 0.05, 'president_dilma_rousseff': 0.05, 'process': 0.05, 'rio_de_janeiro': 0.05}",0.004231028627699004
759c7a7687bf2e6c1df8bebf58321b35,https://www.washingtonpost.com/news/worldviews/wp/2016/04/28/brazils-anti-impeachment-protesters-block-highways-at-rush-hour/,2016-04-28T17:06:42+00:00,1461863202.0,{},"{'brazil': 0.2, 'highways': 0.2, 'hour': 0.2, 'president_dilma_rousseff': 0.2, 'protesters': 0.2}","{'brazil': 0.05, 'highways': 0.05, 'hour': 0.05, 'president_dilma_rousseff': 0.05, 'protesters': 0.05}",0.004227519527972624
4c3889fcb9a523e372eeac1ced929ffa,https://www.washingtonpost.com/news/powerpost/wp/2016/09/21/irs-commissioner-faces-gop-critics-seeking-his-impeachment/,2016-09-21T19:02:02+00:00,1474484522.0,{},"{'critics': 0.2, 'gop': 0.2, 'impeachment': 0.2, 'internal_revenue_service_commissioner_john_koskinen': 0.2, 'irs': 0.2}","{'critics': 0.05, 'gop': 0.05, 'impeachment': 0.05, 'internal_revenue_service_commissioner_john_koskinen': 0.05, 'irs': 0.05}",0.004214912582437071
31527845c8083279c62f8a3f1384e902,https://www.washingtonpost.com/news/opinions/wp/2017/01/17/with-the-inauguration-this-week-its-probably-time-to-start-discussing-impeachment/,2017-01-17T14:41:02+00:00,1484664062.0,{'#inauguration': 1.0},"{'impeachment': 0.2, 'inauguration': 0.2, 'time': 0.2, 'week': 0.2}","{'#inauguration': 0.75, 'impeachment': 0.05, 'inauguration': 0.05, 'time': 0.05, 'week': 0.05}",0.0042109120042857955
4a4f063c-0591-11e6-b283-e79d81c63c1b,https://www.washingtonpost.com/opinions/a-way-out-for-brazil/2016/04/18/4a4f063c-0591-11e6-b283-e79d81c63c1b_story.html,2016-04-19T00:06:39+00:00,1461024399.0,"{'#rousseff': 0.23931623931623927, '#brazil': 0.2279202279202279, '#breaking': 0.2279202279202279, '#dilmarousseff': 0.15954415954415954, '#news': 0.14529914529914528}","{'brazil': 0.2, 'brazilian_president_dilma_rousseff': 0.2, 'elections': 0.2, 'impeachment': 0.2, 'wars': 0.2}","{'#rousseff': 0.17948717948717946, '#brazil': 0.17094017094017092, '#breaking': 0.17094017094017092, '#dilmarousseff': 0.11965811965811965, '#news': 0.10897435897435896, 'brazil': 0.05, 'brazilian_president_dilma_rousseff': 0.05, 'elections': 0.05, 'impeachment': 0.05, 'wars': 0.05}",0.004191444551543015
ef1e862f756124964b8863cb29fc9dee,https://www.washingtonpost.com/news/the-fix/wp/2017/04/14/prediction-professor-lays-out-8-different-reasons-trump-could-be-impeached/,2017-04-14T12:55:55+00:00,1492174555.0,{'#trump': 1.0},"{""'prediction"": 0.2, 'american_university_professor_allan_lichtman': 0.2, 'lays': 0.2, 'president_trump': 0.2, 'reasons': 0.2}","{'#trump': 0.75, ""'prediction"": 0.05, 'american_university_professor_allan_lichtman': 0.05, 'lays': 0.05, 'president_trump': 0.05, 'reasons': 0.05}",0.0041820136862914924
